symbol,condition,window_h,n_occurrences,win_rate,baseline_wr,edge_vs_base,avg_return,median_return,edge_score
BNBUSDT,rsi_below_40,1,252,0.5238,0.505,0.0188,-0.0001,0.0002,0.1563232637437794
SUIUSDT,bb_near_lower,4,219,0.4886,0.467,0.0216,0.0002,-0.0001,0.15618138551099614
SOLUSDT,ranging_bb_upper,24,58,0.5,0.459,0.041,0.0216,0.004,0.15612334867021013
FLOWUSDT,bb_near_upper,12,148,0.4392,0.41,0.0292,0.0218,-0.0062,0.1560184793131275
NEARUSDT,squeeze_breakout_up,4,48,0.5,0.455,0.045,-0.003,0.0004,0.15588457268119893
OPUSDT,trend_mixed,24,202,0.4703,0.447,0.0233,-0.0022,-0.0008,0.15574230015541762
UNIUSDT,high_volume,4,163,0.4908,0.466,0.0248,-0.0002,-0.0003,0.1553996502719771
SOLUSDT,trend_down,12,393,0.4504,0.433,0.0174,0.0016,-0.0025,0.15536167874462736
NEARUSDT,momentum_12h_pos,1,204,0.4853,0.463,0.0223,0.0009,0.0,0.1545717906501843
DOGEUSDT,trend_down_oversold,24,128,0.4531,0.423,0.0301,0.0041,-0.003,0.15429986375878887
ARPAUSDT,small_candle,12,231,0.5195,0.5,0.0195,-0.002,0.0011,0.1539664701467092
FLOWUSDT,strong_mom_up,4,131,0.4809,0.453,0.0279,0.007,-0.0006,0.15356584300724269
ZECUSDT,rsi_50_70,24,371,0.4555,0.438,0.0175,0.0075,-0.0096,0.15353711816589338
FLOWUSDT,rsi_below_35,4,146,0.4795,0.453,0.0265,-0.0013,-0.0009,0.15353624442497282
VETUSDT,trend_mixed,4,242,0.4959,0.476,0.0199,-0.0009,-0.0001,0.15351643187164102
ZECUSDT,big_candle,4,240,0.45,0.428,0.022,-0.001,-0.0022,0.1533701405098137
SOLUSDT,momentum_4h_pos,24,193,0.4819,0.459,0.0229,0.0022,-0.0021,0.1533102045700132
UNIUSDT,ranging_bb_upper,4,43,0.5116,0.466,0.0456,0.001,0.0003,0.15297822103590042
DOGEUSDT,green_candle,1,484,0.4979,0.484,0.0139,0.0005,0.0,0.15225782000000002
WIFUSDT,rsi_30_50,4,464,0.4159,0.399,0.0169,0.0001,0.0,0.1514030469262174
INJUSDT,bb_near_lower,24,240,0.4583,0.437,0.0213,-0.0016,-0.0032,0.1512290003966964
ATOMUSDT,momentum_4h_neg,4,200,0.485,0.463,0.022,-0.0,-0.0004,0.15089658710520923
UNIUSDT,bb_lower_high_volume,1,50,0.52,0.479,0.041,0.0007,0.0006,0.15075516574897196
DOGEUSDT,trend_down_oversold,12,128,0.4609,0.432,0.0289,-0.0,-0.001,0.150698710343562
NEARUSDT,strong_mom_down,12,65,0.4615,0.421,0.0405,0.0058,-0.0008,0.1506896440090111
AAVEUSDT,bb_mid,1,171,0.5029,0.48,0.0229,0.0001,0.0001,0.15059660214714374
BTCUSDT,high_volatility,24,78,0.5,0.466,0.034,-0.0005,0.0011,0.15013993472757342
OPUSDT,squeeze_breakout_down,4,35,0.5143,0.465,0.0493,-0.0038,0.0008,0.15000214373969292
PEPEUSDT,oversold_high_volume,24,31,0.4516,0.392,0.0596,-0.0028,-0.012,0.14985838222074063
LDOUSDT,green_candle,1,471,0.4862,0.472,0.0142,0.0002,0.0,0.1498351656970873
BNBUSDT,price_below_ema21,1,545,0.5174,0.505,0.0124,-0.0001,0.0001,0.14977742528763135
ATOMUSDT,strong_mom_down,12,69,0.4638,0.425,0.0388,-0.0016,-0.0033,0.14948135132771045
NEARUSDT,bb_lower_high_volume,4,44,0.5,0.455,0.045,0.0012,-0.0,0.149248115565993
BNBUSDT,bb_mid,12,173,0.4682,0.444,0.0242,-0.0013,-0.0015,0.14902867043858642
AAVEUSDT,very_high_volume,4,94,0.4894,0.458,0.0314,0.0012,-0.0001,0.14899014399538782
BNBUSDT,high_volume,24,166,0.4639,0.439,0.0249,0.0003,-0.0024,0.14882564164326187
SOLUSDT,green_candle,4,472,0.4958,0.482,0.0138,0.0002,0.0,0.14864715726402306
OPUSDT,ranging_bb_upper,1,51,0.5098,0.469,0.0408,0.0023,0.0008,0.14854056868514273
FLOWUSDT,oversold_high_volume,12,39,0.4615,0.41,0.0515,0.0003,-0.002,0.14842642867743433
INJUSDT,price_below_ema21,12,576,0.441,0.427,0.014,-0.0017,-0.0025,0.148176
SOLUSDT,rsi_30_50,12,464,0.4483,0.433,0.0153,0.0009,-0.0031,0.14774716624194995
FLOWUSDT,rsi_30_50,1,571,0.4711,0.458,0.0131,-0.0004,-0.0008,0.14746958361847065
ADAUSDT,bb_near_lower,4,261,0.4598,0.44,0.0198,0.0003,-0.0007,0.14708026743223443
WIFUSDT,rsi_below_30,1,77,0.4026,0.361,0.0416,0.0004,0.0,0.14696450755434526
ETHUSDT,bb_near_lower,1,199,0.5075,0.487,0.0205,-0.0004,0.0004,0.14676295444844895
LTCUSDT,rsi_below_35,1,118,0.5,0.473,0.027,0.0001,0.0001,0.14664753663120292
WIFUSDT,squeeze_breakout_up,24,76,0.4605,0.424,0.0365,0.0002,-0.0028,0.14653092633553505
WIFUSDT,small_candle,12,151,0.457,0.431,0.026,-0.004,0.0,0.14600846045349564
ARPAUSDT,trend_down_oversold,4,89,0.5056,0.475,0.0306,0.0024,0.001,0.14595651832725526
VETUSDT,price_above_ema21,4,420,0.4905,0.476,0.0145,-0.0002,0.0,0.1457577511703923
NEARUSDT,momentum_4h_pos,1,232,0.4828,0.463,0.0198,0.0005,0.0,0.14560505211823938
WIFUSDT,small_candle,24,151,0.4503,0.424,0.0263,-0.0061,-0.0053,0.1455278687274953
CRVUSDT,small_candle,12,234,0.453,0.432,0.021,0.0,-0.0026,0.1455209178984245
UNIUSDT,trend_down,1,397,0.4937,0.479,0.0147,-0.0002,0.0,0.14460247133435755
ARPAUSDT,rsi_below_40,4,173,0.4971,0.475,0.0221,0.0025,0.0,0.14449708580231402
BTCUSDT,bb_lower_high_volume,24,72,0.5,0.466,0.034,0.0016,0.0012,0.14424978336205568
LDOUSDT,price_above_ema50,1,507,0.4852,0.472,0.0132,0.0,0.0,0.14421110449444313
ETHUSDT,momentum_4h_neg,4,177,0.5198,0.499,0.0208,0.0002,0.0003,0.14384217566781726
SUIUSDT,trend_down,1,438,0.5046,0.491,0.0136,0.0002,0.0002,0.14362274065090389
ZECUSDT,bb_upper_high_volume,1,77,0.5195,0.488,0.0315,0.0028,0.0005,0.14359571097638152
FLOWUSDT,rsi_above_65,24,94,0.3936,0.356,0.0376,0.0333,-0.0234,0.14348511874930586
FLOWUSDT,price_below_ema50,4,658,0.465,0.453,0.012,-0.0026,-0.0013,0.14313542957632816
LDOUSDT,rsi_50_70,12,440,0.4909,0.477,0.0139,0.0015,0.0002,0.1431311532715502
XRPUSDT,momentum_12h_neg,24,169,0.4438,0.419,0.0248,0.0011,-0.0031,0.14308111999999998
NEARUSDT,price_above_ema50,1,457,0.477,0.463,0.014,0.0005,0.0,0.14275933450391254
VETUSDT,rsi_above_65,1,99,0.4949,0.466,0.0289,-0.0,-0.0001,0.14230917267835513
INJUSDT,ranging_bb_lower,4,47,0.4894,0.447,0.0424,-0.0029,0.0,0.14225867212489787
LTCUSDT,trend_down_oversold,1,110,0.5,0.473,0.027,0.0001,0.0001,0.14158919450297044
WIFUSDT,strong_mom_down,12,149,0.4564,0.431,0.0254,-0.0013,-0.0052,0.14150522836872986
FLOWUSDT,momentum_4h_pos,1,271,0.476,0.458,0.018,0.0005,-0.0005,0.14104708116086628
AAVEUSDT,red_candle,24,517,0.4333,0.419,0.0143,-0.004,-0.006,0.14088670042563883
LTCUSDT,rsi_below_30,1,63,0.5079,0.473,0.0349,0.0005,0.0002,0.1406934614161522
AVAXUSDT,momentum_continuation_up,1,39,0.4872,0.441,0.0462,0.0021,0.0,0.14056641174667014
BNBUSDT,bb_near_upper,1,181,0.5249,0.505,0.0199,0.0004,0.0001,0.14052996451994892
ETHUSDT,rsi_above_65,12,127,0.4961,0.471,0.0251,0.0057,-0.0005,0.14032815297871165
XRPUSDT,ranging_bb_lower,4,39,0.5128,0.469,0.0438,-0.0016,0.0012,0.140266651842747
AVAXUSDT,big_candle,1,241,0.4606,0.441,0.0196,0.0001,0.0,0.1401485233559084
PEPEUSDT,momentum_4h_neg,4,253,0.4466,0.427,0.0196,-0.001,0.0,0.13923071412683624
XRPUSDT,trend_down_oversold,1,124,0.5,0.475,0.025,-0.0001,0.0,0.13919410907075055
BNBUSDT,oversold_high_volume,24,50,0.48,0.439,0.041,0.0035,-0.0017,0.13915861453751255
OPUSDT,trend_mixed,4,202,0.4851,0.465,0.0201,0.0,0.0,0.13858078489653677
BNBUSDT,rsi_below_30,24,74,0.473,0.439,0.034,-0.0008,-0.0017,0.1383425949445795
ADAUSDT,price_below_ema50,12,600,0.4233,0.41,0.0133,-0.0002,-0.0051,0.13790357807997586
CRVUSDT,bb_near_upper,24,184,0.462,0.44,0.022,0.0003,-0.003,0.13787120389697044
OPUSDT,squeeze_breakout_down,1,35,0.5143,0.469,0.0453,-0.0007,0.0008,0.1378315844099004
BNBUSDT,low_volatility,1,48,0.5417,0.505,0.0367,-0.0004,0.0001,0.13773538221713694
ADAUSDT,rsi_above_65,1,108,0.4815,0.454,0.0275,0.0005,0.0,0.13760710653432837
AVAXUSDT,momentum_12h_pos,1,177,0.4633,0.441,0.0223,0.0003,0.0,0.13745286498023132
SUIUSDT,rsi_above_60,1,192,0.5104,0.491,0.0194,0.0005,0.0004,0.13720281123482564
LTCUSDT,bb_upper_high_volume,12,52,0.5,0.462,0.038,0.0025,-0.0004,0.1370109484676316
DOGEUSDT,trend_mixed,4,233,0.4893,0.471,0.0183,0.0006,0.0,0.1366797784003592
AAVEUSDT,bb_near_lower,1,235,0.4979,0.48,0.0179,-0.0003,0.0,0.13662465817671238
VETUSDT,bb_expansion,1,248,0.4839,0.466,0.0179,0.0002,0.0,0.1364063202863885
ZECUSDT,momentum_continuation_up,4,49,0.4694,0.428,0.0414,0.0076,-0.002,0.13603212
ETHUSDT,bb_near_upper,4,199,0.5176,0.499,0.0186,0.0025,0.0002,0.13581062570119612
ZECUSDT,red_candle,1,508,0.5,0.488,0.012,-0.0002,0.0002,0.13523313203501572
ZECUSDT,bb_expansion,4,214,0.4486,0.428,0.0206,-0.0017,-0.0019,0.13518651620320127
ETHUSDT,trend_down_oversold,24,152,0.5066,0.485,0.0216,0.0045,0.0009,0.1349089401846564
ATOMUSDT,rsi_50_70,4,394,0.4772,0.463,0.0142,-0.0006,0.0,0.13450452350688585
SUIUSDT,trend_mixed,24,205,0.4537,0.433,0.0207,0.0016,-0.0027,0.13446710511965557
ZECUSDT,rsi_below_30,12,80,0.4625,0.43,0.0325,-0.0019,-0.0012,0.13444358714717486
PEPEUSDT,momentum_4h_neg,1,253,0.4229,0.403,0.0199,0.0001,0.0,0.1338600621000801
BTCUSDT,low_volatility,24,62,0.5,0.466,0.034,-0.0006,-0.001,0.1338581338582008
BTCUSDT,low_volatility,12,62,0.5,0.466,0.034,-0.0025,-0.0003,0.1338581338582008
ETHUSDT,price_below_ema21,4,529,0.5104,0.499,0.0114,0.0,0.0002,0.13382687999999998
LDOUSDT,trend_down_oversold,4,148,0.5,0.478,0.022,0.0011,0.0002,0.1338207756665608
FLOWUSDT,price_below_ema21,12,639,0.4225,0.41,0.0125,-0.0067,-0.0049,0.13350181046876294
OPUSDT,red_candle,1,467,0.4818,0.469,0.0128,-0.0002,0.0,0.13327086164224797
SUIUSDT,normal_volatility,12,926,0.4654,0.456,0.0094,0.0001,-0.0014,0.13312503221910446
LTCUSDT,red_candle,4,503,0.493,0.481,0.012,0.0,0.0,0.13268204538670633
ADAUSDT,ranging_bb_upper,1,72,0.4861,0.454,0.0321,0.0004,-0.0002,0.1324027183601575
BTCUSDT,momentum_4h_neg,4,138,0.5072,0.485,0.0222,0.0006,0.0001,0.1322731702271205
SUIUSDT,big_candle,24,239,0.4519,0.433,0.0189,-0.0007,-0.0037,0.1320392643387409
CRVUSDT,rsi_30_50,1,467,0.4797,0.467,0.0127,-0.0003,0.0,0.13165333946079263
VETUSDT,rsi_below_40,12,283,0.4417,0.424,0.0177,-0.0004,-0.0037,0.13152063086532204
INJUSDT,very_high_volume,4,86,0.4767,0.447,0.0297,-0.0,-0.0003,0.13129579792304322
FLOWUSDT,trend_down_oversold,4,145,0.4759,0.453,0.0229,-0.0014,-0.0016,0.13123062229508212
ZECUSDT,normal_volatility,24,952,0.4475,0.438,0.0095,0.0004,-0.0061,0.13117018139615422
SOLUSDT,price_below_ema50,12,518,0.4459,0.433,0.0129,0.0016,-0.0025,0.13091579956669785
DOGEUSDT,rsi_above_70,1,66,0.5152,0.484,0.0312,0.0008,0.0009,0.13058774308533555
INJUSDT,big_candle,1,232,0.4914,0.474,0.0174,-0.0005,0.0,0.13023520346690906
INJUSDT,price_above_ema21,1,423,0.487,0.474,0.013,-0.0001,0.0,0.13020944782541702
LTCUSDT,high_volume,1,160,0.4938,0.473,0.0208,0.0003,0.0,0.12991952135478332
ADAUSDT,low_volume,1,430,0.4674,0.454,0.0134,0.0002,-0.0004,0.12987565002650805
XRPUSDT,rsi_above_70,1,57,0.5088,0.475,0.0338,-0.0002,0.0002,0.1298378247105026
ETHUSDT,trend_mixed,1,202,0.505,0.487,0.018,0.0003,0.0001,0.12919317396828672
BTCUSDT,bb_upper_high_volume,4,50,0.52,0.485,0.035,0.0012,0.0001,0.12869343417595167
WIFUSDT,trend_mixed,4,190,0.4211,0.399,0.0221,0.0016,0.0,0.12827863074206475
VETUSDT,red_candle,1,500,0.478,0.466,0.012,-0.0002,0.0,0.12826085918938793
LDOUSDT,price_below_ema50,4,492,0.4898,0.478,0.0118,0.0003,0.0,0.12819861682780825
ATOMUSDT,rsi_50_70,1,394,0.4746,0.461,0.0136,-0.0001,0.0,0.12811935782183112
NEARUSDT,very_high_volume,24,87,0.4598,0.43,0.0298,0.0067,-0.0017,0.12780412088058507
LTCUSDT,bb_expansion,1,243,0.4897,0.473,0.0167,0.0003,0.0,0.1274822476541118
AVAXUSDT,price_below_ema21,4,534,0.4551,0.443,0.0121,-0.0003,-0.001,0.12725147772371603
DOGEUSDT,rsi_below_35,12,136,0.4559,0.432,0.0239,-0.0004,-0.0011,0.1270682203115067
PEPEUSDT,bb_near_lower,24,223,0.4126,0.392,0.0206,-0.003,-0.0102,0.12692549784488852
AVAXUSDT,oversold_high_volume,1,48,0.4792,0.441,0.0382,-0.0008,0.0,0.1268238085396145
ZECUSDT,small_candle,4,258,0.4457,0.428,0.0177,0.0008,-0.0024,0.12671433636918042
OPUSDT,bb_squeeze,1,266,0.485,0.469,0.016,0.0002,0.0,0.1265617698991287
AAVEUSDT,bb_lower_high_volume,4,59,0.4915,0.458,0.0335,0.0,-0.0002,0.1264719850250936
FLOWUSDT,momentum_4h_neg,12,326,0.4264,0.41,0.0164,-0.0071,-0.0054,0.12626118008747425
ETHUSDT,ranging_bb_upper,4,43,0.5349,0.499,0.0359,0.0041,0.0021,0.12592190181270413
ZECUSDT,trend_down_oversold,24,141,0.461,0.438,0.023,-0.0048,-0.0024,0.12590364914886304
BNBUSDT,bb_near_upper,12,181,0.4641,0.444,0.0201,0.0001,-0.0006,0.12550092109696287
VETUSDT,green_candle,4,459,0.488,0.476,0.012,-0.0003,-0.0001,0.1254606146326408
FLOWUSDT,bb_near_lower,1,240,0.475,0.458,0.017,-0.0003,-0.0005,0.12509736208249958
FLOWUSDT,strong_mom_up,12,131,0.4351,0.41,0.0251,0.0146,-0.015,0.1249966726918485
AVAXUSDT,green_candle,4,443,0.456,0.443,0.013,0.0004,0.0,0.12476996638614599
SUIUSDT,high_volume,12,168,0.4762,0.456,0.0202,0.0027,-0.0003,0.12467960031150564
PEPEUSDT,high_volume,12,165,0.4182,0.395,0.0232,0.0013,-0.003,0.12462752933402796
ETHUSDT,momentum_12h_neg,1,168,0.506,0.487,0.019,0.0001,0.0001,0.12461168214898632
INJUSDT,price_below_ema21,4,576,0.4583,0.447,0.0113,-0.0007,-0.001,0.12429095999999999
ETHUSDT,momentum_4h_pos,4,174,0.5172,0.499,0.0182,0.0021,0.0001,0.12416652542146134
WIFUSDT,price_below_ema21,1,541,0.3752,0.361,0.0142,0.0002,0.0,0.12392239738840433
BNBUSDT,momentum_4h_neg,12,124,0.4677,0.444,0.0237,0.0004,-0.0012,0.1234316568042915
SUIUSDT,bb_mid,24,199,0.4523,0.433,0.0193,0.0005,-0.0035,0.12314319999353557
ARPAUSDT,strong_mom_down,4,43,0.5116,0.475,0.0366,0.0021,0.001,0.12278515109460428
WIFUSDT,bb_near_lower,12,218,0.4495,0.431,0.0185,-0.0022,0.0,0.12278057736313588
ADAUSDT,normal_volatility,12,927,0.4196,0.41,0.0096,-0.0008,-0.0049,0.12264407714052561
NEARUSDT,bb_squeeze,12,295,0.4373,0.421,0.0163,0.0001,-0.0032,0.12242724870235995
AVAXUSDT,bb_near_lower,24,225,0.48,0.463,0.017,-0.0018,-0.0021,0.1224
INJUSDT,red_candle,1,507,0.4852,0.474,0.0112,0.0,0.0,0.12236093714680023
ARPAUSDT,bb_near_lower,4,201,0.4925,0.475,0.0175,0.0019,0.0,0.12219187028629401
WIFUSDT,ranging_bb_lower,1,34,0.4118,0.361,0.0508,-0.0004,0.0,0.12198024830710257
AAVEUSDT,big_candle,1,240,0.4958,0.48,0.0158,-0.0006,-0.0001,0.1213582290407371
ETHUSDT,rsi_above_65,4,127,0.5197,0.499,0.0207,0.0024,0.0013,0.121234136289581
SUIUSDT,high_volatility,1,32,0.5312,0.491,0.0403,0.0008,0.0005,0.1210983153864132
PEPEUSDT,rsi_30_50,12,562,0.4075,0.395,0.0125,-0.0022,-0.003,0.12075518395963379
INJUSDT,small_candle,24,249,0.4538,0.437,0.0168,-0.0043,-0.0034,0.12030216602395152
LTCUSDT,high_volume,4,160,0.5,0.481,0.019,0.0001,0.0003,0.12016655108639841
DOGEUSDT,small_candle,12,254,0.4488,0.432,0.0168,-0.0002,-0.0026,0.12016527599644748
WIFUSDT,ranging_bb_upper,1,47,0.4043,0.361,0.0433,0.0011,0.0,0.12001639200899474
AAVEUSDT,rsi_below_30,1,83,0.506,0.48,0.026,0.0002,0.0002,0.1198568641672224
BNBUSDT,trend_down,12,427,0.4567,0.444,0.0127,-0.0007,-0.0013,0.11985293401272536
SUIUSDT,momentum_12h_neg,1,249,0.506,0.491,0.015,-0.0001,0.0002,0.1197681798308716
ZECUSDT,bb_near_upper,1,182,0.5055,0.488,0.0175,0.0014,0.0002,0.11934243716874145
ZECUSDT,rsi_above_60,24,215,0.4558,0.438,0.0178,0.0033,-0.0143,0.11896345072745662
FLOWUSDT,small_candle,24,250,0.376,0.356,0.02,0.0005,-0.0115,0.11890164002233107
LTCUSDT,red_candle,12,503,0.4732,0.462,0.0112,-0.0007,-0.0007,0.11886301748179204
SUIUSDT,momentum_4h_pos,1,209,0.5072,0.491,0.0162,0.0006,0.0002,0.11878658650675336
LDOUSDT,momentum_4h_pos,12,219,0.4932,0.477,0.0162,0.0022,-0.0007,0.11823883442594654
CRVUSDT,bb_squeeze,4,282,0.4787,0.464,0.0147,0.0003,-0.0004,0.11816947781018665
CRVUSDT,trend_down_oversold,1,173,0.4855,0.467,0.0185,0.0003,0.0,0.11813647666920025
FLOWUSDT,low_volume,4,419,0.4654,0.453,0.0124,0.0007,-0.0007,0.11812860506985763
ETHUSDT,normal_volatility,24,872,0.4931,0.485,0.0081,0.0017,0.0013,0.11794465486621765
VETUSDT,bb_upper_high_volume,1,48,0.5,0.466,0.034,0.0009,0.0007,0.11777945491468365
PEPEUSDT,red_candle,1,437,0.4165,0.403,0.0135,-0.0003,0.0,0.11754103017590284
WIFUSDT,red_candle,4,387,0.4134,0.399,0.0144,-0.0,0.0,0.11710850771288649
WIFUSDT,trend_down_oversold,1,129,0.3876,0.361,0.0266,0.0003,0.0,0.11710090734107229
ETHUSDT,rsi_above_70,1,82,0.5122,0.487,0.0252,0.0005,0.0002,0.11688184034740041
SOLUSDT,price_below_ema50,1,518,0.4826,0.472,0.0106,-0.0001,-0.0002,0.11642816768653881
ETHUSDT,trend_mixed,4,202,0.5149,0.499,0.0159,0.0005,0.0005,0.11635785345354306
CRVUSDT,momentum_12h_pos,1,232,0.4828,0.467,0.0158,0.0002,0.0,0.1161898900741506
FLOWUSDT,high_volatility,24,53,0.3962,0.356,0.0402,-0.0337,-0.0227,0.11595205743294425
LTCUSDT,momentum_12h_pos,1,109,0.4954,0.473,0.0224,0.0006,0.0,0.11585566371712001
NEARUSDT,momentum_4h_neg,12,242,0.438,0.421,0.017,0.0036,-0.0023,0.11583257603973073
FLOWUSDT,momentum_12h_pos,4,215,0.4698,0.453,0.0168,0.007,-0.0017,0.11572881977478211
NEARUSDT,rsi_above_65,1,107,0.486,0.463,0.023,0.0014,0.0,0.11562613107771098
LDOUSDT,strong_mom_down,4,110,0.5,0.478,0.022,0.0019,0.0002,0.11536897329871666
SOLUSDT,high_volatility,12,58,0.4655,0.433,0.0325,-0.0006,-0.0012,0.11521712737533862
OPUSDT,rsi_below_35,12,131,0.4656,0.444,0.0216,0.0031,-0.0025,0.11510716842077909
FLOWUSDT,bb_near_upper,4,148,0.473,0.453,0.02,0.0066,-0.0013,0.11508586707324231
SOLUSDT,green_candle,12,472,0.4449,0.433,0.0119,0.0008,-0.0031,0.11502185476473244
AAVEUSDT,high_volume,1,179,0.4972,0.48,0.0172,-0.0002,0.0,0.1144158212924349
NEARUSDT,very_high_volume,12,87,0.4483,0.421,0.0273,0.0102,-0.0024,0.11415396800534225
PEPEUSDT,bb_mid,24,157,0.414,0.392,0.022,-0.002,-0.009,0.11412291289657829
DOGEUSDT,high_volume,4,176,0.4886,0.471,0.0176,0.0018,0.0,0.11408340222876244
XRPUSDT,bb_upper_high_volume,12,57,0.4561,0.423,0.0331,-0.0038,-0.0083,0.11397917098418332
ATOMUSDT,very_high_volume,24,108,0.4352,0.41,0.0252,-0.0111,-0.0031,0.11397282293184109
ADAUSDT,oversold_high_volume,12,40,0.45,0.41,0.04,0.0051,-0.0022,0.11384199576606166
LDOUSDT,bb_near_lower,12,211,0.4929,0.477,0.0159,0.0003,0.0,0.11384059844841427
ADAUSDT,rsi_below_40,12,332,0.4247,0.41,0.0147,-0.0002,-0.0045,0.11375451354723998
VETUSDT,high_volume,4,164,0.4939,0.476,0.0179,-0.0001,-0.0001,0.11321760957907741
FLOWUSDT,trend_mixed,4,200,0.47,0.453,0.017,0.0025,-0.0012,0.1129956636336103
BNBUSDT,red_candle,24,493,0.4503,0.439,0.0113,-0.0014,-0.0028,0.1129805930525473
WIFUSDT,rsi_above_65,1,63,0.3968,0.361,0.0358,-0.0005,0.0,0.11275218451274814
WIFUSDT,rsi_below_35,1,140,0.3857,0.361,0.0247,-0.0001,0.0,0.11272249943367119
FLOWUSDT,very_high_volume,4,90,0.4778,0.453,0.0248,-0.0001,-0.0027,0.11241365819251681
ZECUSDT,rsi_below_35,12,151,0.4503,0.43,0.0203,-0.002,-0.0042,0.1123275944930857
LDOUSDT,momentum_continuation_up,4,41,0.5122,0.478,0.0342,0.0022,0.0006,0.11216506401692819
BNBUSDT,momentum_4h_neg,1,124,0.5242,0.505,0.0192,-0.0005,0.0002,0.11207508783342708
ATOMUSDT,bb_upper_high_volume,1,57,0.4912,0.461,0.0302,-0.0004,0.0,0.11199605597307079
LDOUSDT,price_below_ema21,12,507,0.4872,0.477,0.0102,-0.0004,-0.0003,0.11189519334714607
VETUSDT,bb_near_lower,12,243,0.4403,0.424,0.0163,-0.0011,-0.0042,0.111876643082997
LTCUSDT,bb_squeeze,1,294,0.4864,0.473,0.0134,0.0,-0.0001,0.11175630386145743
BNBUSDT,bb_near_upper,4,181,0.5083,0.492,0.0163,0.0008,0.0001,0.11146717678097932
ARPAUSDT,normal_volatility,12,877,0.5074,0.5,0.0074,0.0006,0.001,0.11119416023656638
ARPAUSDT,momentum_12h_neg,24,158,0.5316,0.515,0.0166,0.0008,0.0047,0.11092299920480332
INJUSDT,green_candle,12,465,0.4387,0.427,0.0117,-0.0017,-0.0041,0.11068275805475078
ADAUSDT,rsi_above_65,4,108,0.463,0.44,0.023,0.0016,-0.0014,0.11066765429880585
ARPAUSDT,rsi_below_35,1,91,0.4725,0.448,0.0245,0.0004,0.0,0.11043038680402918
AAVEUSDT,momentum_12h_pos,1,212,0.4953,0.48,0.0153,-0.0001,0.0,0.1103386559017156
ZECUSDT,trend_down,4,494,0.4393,0.428,0.0113,-0.0011,-0.002,0.11033241421668159
WIFUSDT,trend_mixed,24,190,0.4421,0.424,0.0181,0.0038,-0.0056,0.11030009595471348
ADAUSDT,squeeze_breakout_down,1,43,0.4884,0.454,0.0344,-0.0013,-0.0004,0.11017126234925693
SUIUSDT,oversold_high_volume,1,44,0.5227,0.491,0.0317,0.0003,0.0007,0.10991022592004987
SUIUSDT,oversold_high_volume,4,44,0.5,0.467,0.033,0.0011,0.0001,0.1094486180817282
WIFUSDT,momentum_4h_pos,12,260,0.4462,0.431,0.0152,0.0001,0.0,0.10936033398164069
VETUSDT,green_candle,12,459,0.4357,0.424,0.0117,-0.0005,-0.0034,0.10921436485769578
AAVEUSDT,rsi_below_35,1,167,0.497,0.48,0.017,-0.0,0.0,0.10918514261107141
LDOUSDT,green_candle,4,471,0.4883,0.478,0.0103,0.0003,-0.0003,0.1091526798109286
LDOUSDT,trend_mixed,1,228,0.4868,0.472,0.0148,0.0001,0.0,0.10878767833145812
ZECUSDT,oversold_high_volume,4,32,0.4688,0.428,0.0408,-0.0059,-0.0014,0.10819887750421076
ETHUSDT,momentum_12h_neg,12,168,0.4881,0.471,0.0171,0.0009,-0.0004,0.10818313409333638
XRPUSDT,high_volatility,24,60,0.45,0.419,0.031,-0.0043,-0.0025,0.10805623535918693
ATOMUSDT,trend_down_oversold,1,180,0.4778,0.461,0.0168,-0.0001,0.0,0.10769404258865947
OPUSDT,trend_down,12,446,0.4552,0.444,0.0112,-0.0012,-0.0025,0.10766826268464444
VETUSDT,bb_expansion,12,248,0.4395,0.424,0.0155,-0.001,-0.0019,0.10727942027947393
ZECUSDT,momentum_12h_pos,24,245,0.4531,0.438,0.0151,0.0046,-0.0079,0.10709126574396485
ATOMUSDT,trend_up,1,291,0.4742,0.461,0.0132,-0.0002,0.0,0.10677804751941103
FLOWUSDT,normal_volatility,24,905,0.3657,0.356,0.0097,0.0014,-0.0124,0.10671389807054424
ARPAUSDT,trend_down_oversold,1,89,0.4719,0.448,0.0239,0.0005,0.0,0.10640030713959851
PEPEUSDT,high_volume,24,165,0.4121,0.392,0.0201,-0.0025,-0.0117,0.1063997589479248
SUIUSDT,small_candle,24,250,0.448,0.433,0.015,-0.0009,-0.0038,0.10625252938165754
ETHUSDT,momentum_12h_pos,4,169,0.5148,0.499,0.0158,0.003,0.0015,0.10573992000000002
DOGEUSDT,rsi_above_60,1,174,0.5,0.484,0.016,0.0005,0.0002,0.10552724766618336
AVAXUSDT,rsi_above_60,1,199,0.4573,0.441,0.0163,0.0005,0.0,0.1051514689250697
AVAXUSDT,price_below_ema50,12,501,0.4631,0.453,0.0101,0.0009,-0.0021,0.10469236670782689
VETUSDT,bb_near_lower,4,243,0.4897,0.476,0.0137,0.0,0.0,0.1045812450815169
LTCUSDT,rsi_above_70,1,60,0.5,0.473,0.027,0.0008,0.0003,0.10457055034760025
UNIUSDT,price_above_ema21,1,456,0.489,0.479,0.01,0.0004,0.0,0.10442182530486623
PEPEUSDT,normal_volatility,24,959,0.4004,0.392,0.0084,-0.0032,-0.0087,0.10415560800804917
LTCUSDT,momentum_12h_neg,12,131,0.4809,0.462,0.0189,0.0006,-0.0007,0.1040284742952289
